## Mon May 15 12:40:07 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
2339_t	981085.XP_010095656.1	4.86e-98	314.0	COG0191@1|root,COG2084@1|root,COG2801@1|root,KOG0017@2759|Eukaryota,KOG0409@2759|Eukaryota,KOG4153@2759|Eukaryota,37I1B@33090|Viridiplantae,3GEGM@35493|Streptophyta,4JEAU@91835|fabids	35493|Streptophyta	G	Putative sugar-binding N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF1357_C,DUF1537,F_bP_aldolase,NAD_binding_11,NAD_binding_2
2340_t	3641.EOY17116	1.15e-97	328.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RIF@33090|Viridiplantae,3GFVM@35493|Streptophyta	35493|Streptophyta	L	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_3
2341_t	4432.XP_010248475.1	1.6e-60	221.0	COG2801@1|root,KOG0017@2759|Eukaryota,37ZPB@33090|Viridiplantae,3GPHS@35493|Streptophyta	35493|Streptophyta	O	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2
2342_t	3641.EOY21353	0.0	1135.0	COG0191@1|root,COG2084@1|root,KOG0409@2759|Eukaryota,KOG4153@2759|Eukaryota,37I1B@33090|Viridiplantae,3GEGM@35493|Streptophyta	35493|Streptophyta	G	Ketose-bisphosphate aldolase class-II family protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1357_C,DUF1537,F_bP_aldolase,NAD_binding_11,NAD_binding_2
2343_t	3641.EOY21307	1.07e-82	258.0	COG2017@1|root,KOG1604@2759|Eukaryota,37SGG@33090|Viridiplantae,3GAXG@35493|Streptophyta	35493|Streptophyta	G	Converts alpha-aldose to the beta-anomer	-	GO:0003674,GO:0003824,GO:0004034,GO:0005975,GO:0005996,GO:0006006,GO:0006012,GO:0008150,GO:0008152,GO:0009056,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019318,GO:0019320,GO:0019388,GO:0033499,GO:0044238,GO:0044281,GO:0044282,GO:0046365,GO:0071704,GO:1901575	5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldose_epim
2344_t	2711.XP_006478845.1	3.23e-27	107.0	COG4886@1|root,2QPYS@2759|Eukaryota,37Q18@33090|Viridiplantae,3GCT9@35493|Streptophyta	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.7.11.1	ko:K04730	ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase,Pkinase_Tyr
2345_t	29730.Gorai.007G003600.1	8.7e-73	236.0	KOG4198@1|root,KOG4198@2759|Eukaryota,37J14@33090|Viridiplantae,3GFHC@35493|Streptophyta	35493|Streptophyta	S	Zinc finger protein VAR3	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009451,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009657,GO:0009658,GO:0009987,GO:0016043,GO:0016070,GO:0016071,GO:0016556,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1900865,GO:1900871,GO:1901360	-	ko:K14651	ko03022,ko05202,map03022,map05202	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	zf-RanBP
2346_t	29730.Gorai.005G133000.1	1.08e-207	577.0	KOG3029@1|root,KOG3029@2759|Eukaryota,37KV2@33090|Viridiplantae,3GD46@35493|Streptophyta	35493|Streptophyta	O	Prostaglandin E synthase	-	GO:0003674,GO:0003824,GO:0005488,GO:0016829,GO:0020037,GO:0033218,GO:0042277,GO:0043167,GO:0043168,GO:0043295,GO:0046906,GO:0048037,GO:0072341,GO:0097159,GO:1900750,GO:1901363,GO:1901681	5.3.99.3	ko:K05309	ko00590,ko01100,map00590,map01100	-	R02265	RC00672	ko00000,ko00001,ko01000	-	-	-	GST_C,GST_N_3,Glutaredoxin
2347_t	42345.XP_008780427.1	1.09e-13	80.1	KOG1075@1|root,KOG1075@2759|Eukaryota	2759|Eukaryota	E	Ribonuclease H protein	-	-	2.1.1.43	ko:K09186,ko:K14857	ko00310,ko04934,ko05202,map00310,map04934,map05202	-	R03875,R03938,R04866,R04867	RC00003,RC00060,RC00181,RC00496	ko00000,ko00001,ko01000,ko03000,ko03009,ko03036	-	-	-	Exo_endo_phos,RVT_1
2351_t	3641.EOY09468	2.01e-137	439.0	COG2801@1|root,KOG0017@2759|Eukaryota,388SX@33090|Viridiplantae,3GXG9@35493|Streptophyta	35493|Streptophyta	L	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
2353_t	3641.EOY21331	1.19e-83	259.0	28NTZ@1|root,2QVDX@2759|Eukaryota,37SNE@33090|Viridiplantae,3GCC7@35493|Streptophyta	35493|Streptophyta	S	WD repeat-containing protein	-	GO:0000003,GO:0000151,GO:0000152,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009639,GO:0009640,GO:0009641,GO:0009642,GO:0009646,GO:0009647,GO:0009648,GO:0009649,GO:0009657,GO:0009658,GO:0009791,GO:0009812,GO:0009987,GO:0010114,GO:0010119,GO:0010218,GO:0010224,GO:0010228,GO:0016043,GO:0016567,GO:0016604,GO:0016740,GO:0019538,GO:0019787,GO:0022414,GO:0031461,GO:0031974,GO:0031981,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034641,GO:0036211,GO:0042440,GO:0042752,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043393,GO:0043412,GO:0043496,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046283,GO:0046483,GO:0048573,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051098,GO:0051716,GO:0061458,GO:0061630,GO:0061659,GO:0065007,GO:0065009,GO:0070013,GO:0070647,GO:0071704,GO:0071840,GO:0080008,GO:0090304,GO:0140096,GO:1901360,GO:1901564,GO:1902494,GO:1990234	2.3.2.27	ko:K10143	ko04115,ko04120,ko04712,map04115,map04120,map04712	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	WD40
2354_t	3641.EOY21335	8.14e-65	221.0	COG0154@1|root,COG0457@1|root,KOG1124@2759|Eukaryota,KOG1211@2759|Eukaryota,37IP4@33090|Viridiplantae,3GD8X@35493|Streptophyta	35493|Streptophyta	J	Translocon at the outer membrane of chloroplasts	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009527,GO:0009536,GO:0009707,GO:0009941,GO:0016020,GO:0016021,GO:0019867,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031350,GO:0031351,GO:0031354,GO:0031355,GO:0031358,GO:0031359,GO:0031967,GO:0031968,GO:0031969,GO:0031975,GO:0042170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098805	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	Amidase,TPR_11,TPR_16,TPR_2,TPR_8
2355_t	3641.EOY21341	5.71e-79	249.0	29WUN@1|root,2RXQD@2759|Eukaryota,37TX7@33090|Viridiplantae,3GIBT@35493|Streptophyta	35493|Streptophyta	S	Domain of unknown function (DUF4539)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4539
2356_t	71139.XP_010059409.1	4.24e-45	167.0	COG2801@1|root,KOG0017@2759|Eukaryota,37SCF@33090|Viridiplantae,3GAWJ@35493|Streptophyta	35493|Streptophyta	O	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,zf-CCHC
2357_t	3641.EOY16636	1.04e-168	507.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RIF@33090|Viridiplantae,3GFVM@35493|Streptophyta	35493|Streptophyta	L	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_3
2358_t	981085.XP_010110752.1	8.68e-43	150.0	COG2801@1|root,COG4021@1|root,KOG0017@2759|Eukaryota,KOG2721@2759|Eukaryota,37I9S@33090|Viridiplantae,3GB4S@35493|Streptophyta,4JMJF@91835|fabids	35493|Streptophyta	L	tRNA(His) guanylyltransferase	-	GO:0000086,GO:0000166,GO:0000278,GO:0000287,GO:0000966,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0008192,GO:0008193,GO:0008283,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0019001,GO:0022402,GO:0022607,GO:0030554,GO:0031974,GO:0031981,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033554,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044770,GO:0044772,GO:0044839,GO:0046483,GO:0046872,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0065003,GO:0070013,GO:0070568,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0099116,GO:1901265,GO:1901360,GO:1901363,GO:1903047	2.7.7.79	ko:K10761	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Thg1,Thg1C
2359_t	3641.EOY21341	1.25e-113	341.0	29WUN@1|root,2RXQD@2759|Eukaryota,37TX7@33090|Viridiplantae,3GIBT@35493|Streptophyta	35493|Streptophyta	S	Domain of unknown function (DUF4539)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4539
2360_t	3641.EOY21345	2.85e-102	306.0	KOG1030@1|root,KOG1030@2759|Eukaryota,37KTZ@33090|Viridiplantae,3GB0A@35493|Streptophyta	35493|Streptophyta	S	ADP-ribosylation factor GTPase-activating protein	-	GO:0002682,GO:0002684,GO:0002831,GO:0002833,GO:0003674,GO:0005096,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0006970,GO:0008047,GO:0008150,GO:0008289,GO:0009628,GO:0009651,GO:0009787,GO:0009789,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0016020,GO:0023051,GO:0023056,GO:0030234,GO:0030695,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043547,GO:0043900,GO:0043902,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045089,GO:0047484,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051336,GO:0051345,GO:0060589,GO:0065007,GO:0065009,GO:0071944,GO:0080134,GO:0098772,GO:1900424,GO:1900426,GO:1901000,GO:1901002,GO:1901419,GO:1901421,GO:1902477,GO:1902479,GO:1905957,GO:1905959	-	-	-	-	-	-	-	-	-	-	C2
2363_t	38727.Pavir.Fb02145.1.p	5.68e-13	75.1	KOG1075@1|root,KOG1075@2759|Eukaryota,382WM@33090|Viridiplantae	33090|Viridiplantae	S	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	RVT_3,zf-RVT
2364_t	3641.EOY21347	0.0	988.0	28J8N@1|root,2QRM7@2759|Eukaryota,37JUJ@33090|Viridiplantae,3GFSN@35493|Streptophyta	35493|Streptophyta	P	May act as a component of the auxin efflux carrier	PIN1	GO:0000003,GO:0003002,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0005911,GO:0006810,GO:0007154,GO:0007165,GO:0007275,GO:0007389,GO:0008150,GO:0009314,GO:0009416,GO:0009505,GO:0009506,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009639,GO:0009640,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009734,GO:0009755,GO:0009790,GO:0009791,GO:0009793,GO:0009908,GO:0009914,GO:0009921,GO:0009925,GO:0009926,GO:0009965,GO:0009966,GO:0009987,GO:0010016,GO:0010033,GO:0010051,GO:0010154,GO:0010229,GO:0010252,GO:0010315,GO:0010329,GO:0010338,GO:0010358,GO:0010646,GO:0010817,GO:0010928,GO:0012505,GO:0015562,GO:0016020,GO:0016021,GO:0016323,GO:0022414,GO:0022622,GO:0022857,GO:0023051,GO:0023052,GO:0030054,GO:0030312,GO:0031224,GO:0032501,GO:0032502,GO:0032870,GO:0032991,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045177,GO:0045178,GO:0048316,GO:0048364,GO:0048366,GO:0048367,GO:0048532,GO:0048583,GO:0048598,GO:0048608,GO:0048646,GO:0048731,GO:0048825,GO:0048826,GO:0048827,GO:0048830,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055044,GO:0055085,GO:0060918,GO:0061458,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071365,GO:0071495,GO:0071944,GO:0080161,GO:0090567,GO:0090698,GO:0098590,GO:0098796,GO:0098797,GO:0099402,GO:1905392,GO:1905393	-	ko:K13947	-	-	-	-	ko00000,ko02000	2.A.69.1	-	-	Mem_trans
2366_t	4565.Traes_6AL_FD7F170A5.1	3.81e-25	110.0	COG2801@1|root,KOG0017@2759|Eukaryota,381F4@33090|Viridiplantae,3GQRE@35493|Streptophyta	35493|Streptophyta	L	gag-polypeptide of LTR copia-type	-	-	-	-	-	-	-	-	-	-	-	-	Retrotran_gag_2
2370_t	3641.EOX92985	4.07e-28	114.0	2D3BR@1|root,2SR02@2759|Eukaryota,380M7@33090|Viridiplantae	33090|Viridiplantae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PMD
2371_t	3641.EOY08329	6.93e-25	107.0	2D21R@1|root,2S4XD@2759|Eukaryota	2759|Eukaryota	S	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,Retrotrans_gag
2372_t	3641.EOY07935	1.81e-62	222.0	COG2801@1|root,KOG0017@2759|Eukaryota,37Y81@33090|Viridiplantae,3GP1V@35493|Streptophyta	35493|Streptophyta	L	Gag-pro-like protein	-	-	-	-	-	-	-	-	-	-	-	-	-
2373_t	3641.EOY01054	4.63e-44	160.0	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,Retrotrans_gag,rve
2374_t	225117.XP_009338861.1	9.86e-56	220.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,4JM10@91835|fabids	35493|Streptophyta	H	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2,Chromo,RVP_2,RVT_1,Retrotrans_gag,gag-asp_proteas,rve
2376_t	3641.EOY20932	1.2e-208	581.0	28ISK@1|root,2QR3U@2759|Eukaryota,37HFK@33090|Viridiplantae,3GAQH@35493|Streptophyta	35493|Streptophyta	S	leucoanthocyanidin	-	-	1.17.1.3	ko:K13081	ko00941,ko01110,map00941,map01110	-	R06532,R06533,R06615	RC01552	ko00000,ko00001,ko01000	-	-	-	NmrA
2378_t	3641.EOY07935	1.03e-83	275.0	COG2801@1|root,KOG0017@2759|Eukaryota,37Y81@33090|Viridiplantae,3GP1V@35493|Streptophyta	35493|Streptophyta	L	Gag-pro-like protein	-	-	-	-	-	-	-	-	-	-	-	-	-
2379_t	3641.EOY20930	7.4e-219	612.0	KOG1100@1|root,KOG1100@2759|Eukaryota,37J08@33090|Viridiplantae,3G7B5@35493|Streptophyta	35493|Streptophyta	O	zinc finger, C3HC4 type domain containing protein	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	Tmemb_185A,zf-C3HC4_3
2380_t	981085.XP_010113352.1	0.0	1061.0	COG2801@1|root,COG5032@1|root,KOG0017@2759|Eukaryota,KOG0889@2759|Eukaryota,37KZ4@33090|Viridiplantae,3GEXY@35493|Streptophyta,4JJF8@91835|fabids	35493|Streptophyta	BDLT	Belongs to the PI3 PI4-kinase family	TRRAP	-	-	ko:K08874	ko05166,map05166	-	-	-	ko00000,ko00001,ko01001,ko03021,ko03036	-	-	-	FAT,FATC,PI3_PI4_kinase
2381_t	3641.EOY16636	3.3e-74	260.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RIF@33090|Viridiplantae,3GFVM@35493|Streptophyta	35493|Streptophyta	L	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_3
2384_t	3641.EOY20926	1.92e-180	513.0	28N51@1|root,2QUQ6@2759|Eukaryota,37SXE@33090|Viridiplantae,3GCHJ@35493|Streptophyta	35493|Streptophyta	K	Transcription factor	TB1	GO:0001763,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0009653,GO:0009889,GO:0010016,GO:0010223,GO:0010346,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022603,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048367,GO:0048646,GO:0048731,GO:0048831,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051239,GO:0051252,GO:0060255,GO:0060688,GO:0065007,GO:0080090,GO:0140110,GO:1900618,GO:1903506,GO:1905393,GO:1905428,GO:2000026,GO:2000032,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	TCP
2387_t	3750.XP_008387198.1	2.56e-195	591.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,4JM10@91835|fabids	35493|Streptophyta	H	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2,Chromo,RVT_1,Retrotrans_gag,gag-asp_proteas,rve
2388_t	225117.XP_009338862.1	1.36e-50	193.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,4JM10@91835|fabids	35493|Streptophyta	H	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2,Chromo,RVP_2,RVT_1,Retrotrans_gag,gag-asp_proteas,rve
2389_t	3656.XP_008460615.1	4.82e-216	660.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,4JM10@91835|fabids	35493|Streptophyta	H	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2,Chromo,RVT_1,Retrotrans_gag,gag-asp_proteas,rve
2390_t	4096.XP_009768047.1	4.02e-36	141.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae	33090|Viridiplantae	I	DNA RNA polymerases superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Asp_protease_2,RVT_1,Retrotrans_gag,gag-asp_proteas
2391_t	3641.EOY20925	6.07e-134	427.0	KOG1932@1|root,KOG1932@2759|Eukaryota,37IZ8@33090|Viridiplantae,3GF08@35493|Streptophyta	35493|Streptophyta	K	Transcription initiation factor TFIID subunit	-	GO:0000428,GO:0000988,GO:0000989,GO:0001067,GO:0001076,GO:0001129,GO:0001132,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005669,GO:0005911,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009506,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016070,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022607,GO:0030054,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0043933,GO:0044085,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051123,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0055029,GO:0055044,GO:0060255,GO:0061695,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070897,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0090575,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1990234,GO:2000112,GO:2001141	-	ko:K03128	ko03022,map03022	-	-	-	ko00000,ko00001,ko01002,ko03021,ko03036	-	-	-	Peptidase_M1
2393_t	3641.EOY20923	3.75e-82	246.0	2CICP@1|root,2S3R7@2759|Eukaryota,37WE3@33090|Viridiplantae,3GKD6@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2394_t	38727.Pavir.Gb00260.1.p	2.12e-24	108.0	COG0515@1|root,2QPQ4@2759|Eukaryota,37HPF@33090|Viridiplantae,3G88X@35493|Streptophyta,3KMQF@4447|Liliopsida,3I6PP@38820|Poales	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	-	ko:K00924	-	-	-	-	ko00000,ko01000	-	-	-	LRRNT_2,LRR_1,LRR_8,Pkinase,Pkinase_Tyr
2395_t	3641.EOY20921	0.0	1015.0	COG1184@1|root,KOG1467@2759|Eukaryota,37P4G@33090|Viridiplantae,3G7DR@35493|Streptophyta	35493|Streptophyta	J	Belongs to the eIF-2B alpha beta delta subunits family	-	GO:0000003,GO:0001541,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005851,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007272,GO:0007275,GO:0007399,GO:0007417,GO:0007548,GO:0008150,GO:0008152,GO:0008366,GO:0008406,GO:0008585,GO:0009058,GO:0009059,GO:0009987,GO:0010001,GO:0010467,GO:0014003,GO:0019538,GO:0021782,GO:0022008,GO:0022414,GO:0023052,GO:0030154,GO:0032501,GO:0032502,GO:0032991,GO:0034641,GO:0034645,GO:0042063,GO:0042552,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045137,GO:0046545,GO:0046660,GO:0048468,GO:0048513,GO:0048518,GO:0048583,GO:0048584,GO:0048608,GO:0048709,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050851,GO:0050852,GO:0050896,GO:0051716,GO:0061458,GO:0065007,GO:0071704,GO:1901564,GO:1901566,GO:1901576	-	ko:K03680	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	IF-2B
